,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
0,0.6184484322882695,0.5030530112995801,1.4413915195136276e-09,1.0947852291891466e-09,8.835753563345216e-10,7.408820164013726e-10,6.379624943103645e-10,5.602072862294674e-10,4.993884025734896e-10,4.5051417769143464e-10,4.103792404550236e-10,3.7683214029961536e-10,3.483731095139744e-10,3.2392606521486945e-10,3.02698386697703e-10,2.840937047306265e-10,2.676540456690495e-10,2.530221350916662e-10,2.399153151151757e-10,2.281070330616008e-10,2.1741348811439052e-10,2.0768384033454135e-10,1.9879276225324116e-10,1.9063829961246793e-10,1.831289270963644e-10,1.7619563069529172e-10,1.6977196664473475e-10,1.6380375480038136e-10,1.5824421996578762e-10,1.530532029749355e-10,1.48195929579646e-10,1.4363871288252767e-10,1.3935702458582796e-10,1.3532631138605474e-10,1.3152385280102674e-10,1.279318164922729e-10,1.2453346760385612e-10,1.213127376199916e-10,1.1825690472291389e-10,1.1535274866867549e-10,1.1258968971244923e-10,1.0995797708369001e-10,1.0744706802342514e-10,1.0505166618011468e-10,1.0276079487525423e-10,1.0057060305870758e-10,9.847083006910922e-11,9.64598963934068e-11,9.453061698631836e-11,9.267811950859989e-11,9.089792268326992e-11,8.918620672448468e-11,8.753918012033908e-11,8.595229494427886e-11,8.442422184968012e-11,8.294784818777934e-11,8.152560013580868e-11,8.015092688873625e-11,7.882350189192464e-11,7.754017525096102e-11,7.629788914780094e-11,7.509746755527763e-11,7.393295932532992e-11,7.280701715512697e-11,7.171306221951523e-11,7.065430048127023e-11,6.962587960770178e-11,6.862808233652591e-11,6.76593484298848e-11,6.671785247109796e-11,6.580315114544186e-11,6.491437648476411e-11,6.404774544529685e-11,6.320640138662226e-11,6.238641810969342e-11,6.158864166562812e-11,6.081148646188098e-11,6.005404930652578e-11,5.931624950612477e-11,5.859618288126167e-11,5.789474123398253e-11,5.72099071393653e-11,5.6541200761530655e-11,5.588839603316488e-11,5.5251607493017695e-11,5.4628246312552655e-11,5.402049459460121e-11,5.3426167604799225e-11,5.2845568609418154e-11,5.227634327712154e-11,5.1721867918526906e-11,5.1177750471835923e-11,5.064666486436482e-11,5.0125775822383705e-11,4.961576580009329e-11,4.911703058088898e-11,4.8629487234909425e-11,4.8150367085322654e-11,4.768113937095878e-11
1,1.4172597506514901,1.2616731776521728,1.136046434946017,1.026911850164952,8.87905075895467e-10,7.428244096744629e-10,6.391323380708225e-10,5.610030748249646e-10,4.999703166945176e-10,4.509598893130108e-10,4.107325012253e-10,3.771205134463053e-10,3.486113425995199e-10,3.241275746087902e-10,3.028710126079908e-10,2.842433861440116e-10,2.6778517780529937e-10,2.5313769996453893e-10,2.400180193066313e-10,2.2819855530516342e-10,2.174965716492942e-10,2.0775896680973982e-10,1.988615707495881e-10,1.907007831612424e-10,1.8318770300584001e-10,1.7624890731038314e-10,1.69820509680212e-10,1.6384912864128236e-10,1.5828601343010494e-10,1.5309199250086019e-10,1.4823139186204707e-10,1.4367278616919811e-10,1.3938960981247644e-10,1.3535630084602593e-10,1.3155269088944466e-10,1.2795919943354397e-10,1.2455896492221108e-10,1.2133698871231168e-10,1.1827920445978184e-10,1.1537429433484584e-10,1.1261044314746452e-10,1.0997737319370461e-10,1.0746613685609083e-10,1.0506898324685748e-10,1.0277779039477489e-10,1.005853568025782e-10,9.8486632566345e-11,9.647494116368802e-11,9.454489724872767e-11,9.269193191655067e-11,9.091137419005897e-11,8.91986982080032e-11,8.75508363326211e-11,8.596393262211289e-11,8.443372185128152e-11,8.295930946007324e-11,8.153579077736178e-11,8.016155579301009e-11,7.88336129304663e-11,7.754980367569081e-11,7.630756488933827e-11,7.510597594385193e-11,7.394198530121127e-11,7.28157504364171e-11,7.172153471388235e-11,7.066168553740194e-11,6.963352079348502e-11,6.8635456485335e-11,6.766623571310164e-11,6.672460347232327e-11,6.58102090169519e-11,6.49200110253394e-11,6.405439899383514e-11,6.321238950506308e-11,6.239274135617177e-11,6.159465146233519e-11,6.081710155801929e-11,6.006010743639347e-11,5.932145724438207e-11,5.860126933334846e-11,5.7899430261237366e-11,5.721519574938646e-11,5.6545740432548754e-11,5.589313086714378e-11,5.525580603571681e-11,5.46333355438309e-11,5.4025613803206715e-11,5.3430979400806255e-11,5.284943266070767e-11,5.2281362519383595e-11,5.1726111704143755e-11,5.118397026595842e-11,5.064989607015729e-11,5.012986026659812e-11,4.9620258591662284e-11,4.9121127826780656e-11,4.863203642965702e-11,4.81537399393347e-11,4.768460288261461e-11
2,2.242442261254997,2.0544275928789553,1.9037525821361874,1.7735508939039974,1.656752199935674,1.549544025887366,6.411982462400492e-10,5.621334207094962e-10,5.007115935612153e-10,4.5149234066464416e-10,4.1113749796875277e-10,3.774391176092045e-10,3.4887168747813966e-10,3.243437391730255e-10,3.0305432058066116e-10,2.844002657463917e-10,2.6792116773415283e-10,2.53257244501968e-10,2.4012368411743837e-10,2.282935731256669e-10,2.1758111686576754e-10,2.0783534745035028e-10,1.989313779154355e-10,1.907638043850682e-10,1.8324627445908146e-10,1.7630218853282237e-10,1.6986961273060284e-10,1.6389420107639404e-10,1.5832833567253319e-10,1.5313163316895668e-10,1.4826831671594763e-10,1.437075502869236e-10,1.3942159592000185e-10,1.3538664884787986e-10,1.315810575750324e-10,1.2798576994353026e-10,1.2458475554793044e-10,1.2136099674899528e-10,1.1830249022059958e-10,1.1539604026678895e-10,1.1263076624839712e-10,1.0999664777927847e-10,1.074847506793544e-10,1.0508657452870122e-10,1.027945598773075e-10,1.0060192372517815e-10,9.850214582815245e-11,9.648966359719115e-11,9.455904035077536e-11,9.270562285678127e-11,9.092476580639115e-11,8.921135463635198e-11,8.756319239210955e-11,8.597515600212473e-11,8.444541549839076e-11,8.297040704311319e-11,8.154678086986946e-11,8.017154861204248e-11,7.884341874042386e-11,7.755927514478866e-11,7.63165114162827e-11,7.51147658164727e-11,7.395049219140983e-11,7.28229839661972e-11,7.172843705372619e-11,7.066931860824569e-11,6.964112944125314e-11,6.864235831695843e-11,6.767334856789851e-11,6.673218110596438e-11,6.581628614725287e-11,6.492651906452799e-11,6.406099944841046e-11,6.321905984649186e-11,6.239876089645146e-11,6.160054894247517e-11,6.082296326481984e-11,6.006548764122819e-11,5.932680907057352e-11,5.8606662307925e-11,5.7904406104810374e-11,5.721925794398365e-11,5.655060518277732e-11,5.589715823831037e-11,5.526054654929737e-11,5.4638237380246935e-11,5.402973475128155e-11,5.3435315962349604e-11,5.2854243906139465e-11,5.228584541912505e-11,5.1730095939398205e-11,5.1186628462295985e-11,5.065448001317174e-11,5.0133542968846816e-11,4.962396006376988e-11,4.912553350128604e-11,4.863617607264107e-11,4.815738241220194e-11,4.768807607953231e-11
3,3.081128162993996,2.865103656886003,2.692879273906492,2.544534822677836,2.4117952360722916,2.290272782521702,2.1773005762439026,5.645043731091534e-10,5.018368469991327e-10,4.5219960241926855e-10,4.11635804975387e-10,3.778144023889168e-10,3.4916668140849367e-10,3.2458303036887327e-10,3.032529222251106e-10,2.845683078752842e-10,2.6806579918544557e-10,2.533830199995833e-10,2.4023442371672774e-10,2.2839140991260255e-10,2.1766859969336844e-10,2.079139583307626e-10,1.9900245373363315e-10,1.9082858879391507e-10,1.833044900192764e-10,1.7635637523514928e-10,1.6991954045865838e-10,1.639403262557274e-10,1.58370951715202e-10,1.531712865770201e-10,1.483055430069885e-10,1.4374205400267373e-10,1.3945368539846086e-10,1.3541679743010165e-10,1.3160953293542623e-10,1.280128361683934e-10,1.2460989996357633e-10,1.2138519051628582e-10,1.183252914229805e-10,1.1541747745215586e-10,1.1265125715181808e-10,1.1001617817809609e-10,1.075035259889946e-10,1.0510426883885871e-10,1.0281149410346542e-10,1.0061805275105602e-10,9.851739282058075e-11,9.650452485426829e-11,9.457317008374312e-11,9.271856517488317e-11,9.093754558094146e-11,8.922382861583147e-11,8.75754847870505e-11,8.598750441608097e-11,8.445701668364988e-11,8.298095737170395e-11,8.155685008216535e-11,8.01815361580298e-11,7.885274647743769e-11,7.756815784284352e-11,7.63260549562334e-11,7.512310397790049e-11,7.395915756916563e-11,7.283113153266201e-11,7.173760962509942e-11,7.067746499811983e-11,6.964872485421697e-11,6.865056388307712e-11,6.768060976952041e-11,6.673769228451377e-11,6.582286155552615e-11,6.493316642304985e-11,6.406718522559744e-11,6.322391656842216e-11,6.240475849383412e-11,6.160638298873025e-11,6.082861101368761e-11,6.007028316692353e-11,5.933224887908624e-11,5.861187992874234e-11,5.7909536536913605e-11,5.7224388286859e-11,5.6555061436714426e-11,5.590279214957356e-11,5.5265281662783516e-11,5.464244356780044e-11,5.403436022502422e-11,5.3439302313746093e-11,5.285818980224293e-11,5.228935437761416e-11,5.173434548825602e-11,5.1190527291472534e-11,5.065895221227098e-11,5.013695005798411e-11,4.962853639115563e-11,4.912844420518769e-11,4.863896787900798e-11,4.816084930354668e-11,4.769158697439379e-11
4,3.9279098387452036,3.686785609425323,3.4953395760740253,3.3308373871016688,3.1839025865586073,3.049583127605796,2.9248836490995385,2.807825801494256,5.048754246841694e-10,4.533401368508638e-10,4.1231813268155274e-10,3.782858504000317e-10,3.495180394947034e-10,3.2485798514643544e-10,3.0347539756429814e-10,2.8475330800485565e-10,2.682221572734715e-10,2.5351719977887343e-10,2.4035132200502774e-10,2.2849433746524602e-10,2.177598537143585e-10,2.079955643819532e-10,1.990758624673326e-10,1.9089499012418504e-10,1.8336514275561957e-10,1.7641174110602277e-10,1.699705284512914e-10,1.639866118249216e-10,1.5841451084633362e-10,1.5321164668089945e-10,1.4834282067076764e-10,1.437770115609717e-10,1.3948715858111971e-10,1.3544765915496162e-10,1.3163869554125204e-10,1.2804011519981592e-10,1.2463534915401032e-10,1.2140949775240655e-10,1.1834748601116763e-10,1.1543926668185941e-10,1.1267203728671581e-10,1.1003588711415905e-10,1.0752213113520328e-10,1.0512217237578508e-10,1.0282859211659176e-10,1.0063422078969342e-10,9.853298446445394e-11,9.651953144065859e-11,9.458750218518388e-11,9.273269176650029e-11,9.095016554391259e-11,8.923668218596387e-11,8.758748642327623e-11,8.599861715639003e-11,8.446828478739371e-11,8.299197841969093e-11,8.15672348293292e-11,8.019175415509634e-11,7.886272366143033e-11,7.757820697906539e-11,7.633373499688346e-11,7.513247915016184e-11,7.396780561951042e-11,7.283941814814626e-11,7.174598681124982e-11,7.06851603683357e-11,6.96565107872098e-11,6.86576164647164e-11,6.768780198414301e-11,6.674542354318545e-11,6.582955613517224e-11,6.493904320358505e-11,6.407358574133966e-11,6.32313399092083e-11,6.24110240839596e-11,6.161207770043993e-11,6.083458957410004e-11,6.007650643290298e-11,5.933762999826486e-11,5.861746353937099e-11,5.7915011022710406e-11,5.7229621564163e-11,5.656032576398372e-11,5.590737925164312e-11,5.526995902182375e-11,5.464656662190504e-11,5.4038259609539575e-11,5.344353257647721e-11,5.286262555210704e-11,5.229427471098441e-11,5.1738426575010043e-11,5.1194380414309205e-11,5.066232306269105e-11,5.014134955045055e-11,4.963136505804547e-11,4.9132291957265446e-11,4.864330936594052e-11,4.816415892026694e-11,4.7695249542931024e-11
5,4.779856345324594,4.515744561330671,4.306764906583536,4.127551513602341,3.967704120303665,3.8217420954115626,3.6863686145842784,3.559404208634404,3.4393220970651415,4.5974441826525636e-10,4.134876436048376e-10,3.789489143336373e-10,3.499667605337418e-10,3.251891565947195e-10,3.037331784107699e-10,2.8496129794200836e-10,2.6839461392300394e-10,2.536633138797707e-10,2.4047688025133086e-10,2.2860353970473914e-10,2.178560406950314e-10,2.0808124494755417e-10,1.991523916313433e-10,1.9096410473524938e-10,1.8342811731512694e-10,1.7646885239974826e-10,1.700232146426217e-10,1.640354027383208e-10,1.58458991466006e-10,1.5325287524381898e-10,1.4838137576459968e-10,1.4381266612785575e-10,1.395199243432834e-10,1.3547916812291626e-10,1.316677805225535e-10,1.2806803344137404e-10,1.2466147566379907e-10,1.2143381963333565e-10,1.1837126841349056e-10,1.154615266507198e-10,1.1269290751209253e-10,1.1005574491921492e-10,1.0754091636672871e-10,1.0514009419405343e-10,1.0284567254491895e-10,1.0065066165475261e-10,9.854825175285718e-11,9.653443927058735e-11,9.460201424431222e-11,9.274643468554513e-11,9.096348783626938e-11,8.924919930830073e-11,8.759956505611573e-11,8.601073739459602e-11,8.447957954336924e-11,8.300245164880199e-11,8.157780859067412e-11,8.020191926569832e-11,7.887292265348684e-11,7.758619000057031e-11,7.634418049925701e-11,7.514117127174078e-11,7.397631765823954e-11,7.284764975336685e-11,7.175372326366661e-11,7.069289584978292e-11,6.966368691648241e-11,6.866478184840223e-11,6.769458169343456e-11,6.675245190620743e-11,6.583628543182759e-11,6.494597773692044e-11,6.40796102349089e-11,6.323699492895278e-11,6.241683862197233e-11,6.161803032176991e-11,6.084007790499595e-11,6.008193652461707e-11,5.93430491165684e-11,5.862249068697706e-11,5.791989536638802e-11,5.723457788895896e-11,5.6565495079555286e-11,5.591227868284914e-11,5.5274170120897613e-11,5.465161143608646e-11,5.404295866039621e-11,5.3448634541567064e-11,5.28669745228901e-11,5.2298229919423873e-11,5.174226616402915e-11,5.1198382766682967e-11,5.0666041823327114e-11,5.014522481150303e-11,4.963525402292506e-11,4.913587052150198e-11,4.864672514063998e-11,4.816841393118413e-11,4.769839517318352e-11
6,5.635130994514758,5.349668883270732,5.124451811950176,4.931642064724315,4.759869286196445,4.603166285609924,4.4579404791018025,4.321829424309488,4.193180437247352,4.070781075088496,3.953663743393225,3.801560849393431e-10,3.5061266255891544e-10,3.2561772493921056e-10,3.0404653529857893e-10,2.8520418057339753e-10,2.685901519511954e-10,2.538251262327193e-10,2.406137647885705e-10,2.2872142768216305e-10,2.1795883473962272e-10,2.0817170164706962e-10,1.992329118214574e-10,1.910358841987362e-10,1.8349299337548005e-10,1.7652790778963361e-10,1.7007709639317588e-10,1.6408494497557772e-10,1.5850466270262563e-10,1.5329494629278957e-10,1.484202038785532e-10,1.4384904079752664e-10,1.3955406326859113e-10,1.3551057795804337e-10,1.3169754998139254e-10,1.2809563542495866e-10,1.2468788776940095e-10,1.2145869326467725e-10,1.183948048095869e-10,1.1548375474612863e-10,1.1271388609787404e-10,1.1007586255549112e-10,1.0755989040373854e-10,1.0515847962174149e-10,1.028628212014439e-10,1.0066743422284845e-10,9.85652146060634e-11,9.654967173459864e-11,9.461639944873247e-11,9.27604086041883e-11,9.097695815978682e-11,8.92620474769966e-11,8.76114268476289e-11,8.602257070270204e-11,8.449075785126721e-11,8.301347889052777e-11,8.1588251421082e-11,8.021198610747382e-11,7.888283382509838e-11,7.759680123473502e-11,7.635339859810897e-11,7.514991927022611e-11,7.398473922409325e-11,7.285542562780671e-11,7.176157633070202e-11,7.070071204597647e-11,6.967143612002972e-11,6.867197530535351e-11,6.770171351079544e-11,6.675846693637103e-11,6.584289088907203e-11,6.495237742419556e-11,6.408608612980387e-11,6.324274608615082e-11,6.24227821572673e-11,6.162519518329951e-11,6.084580298007071e-11,6.00875780157759e-11,5.934941126083504e-11,5.862785474440762e-11,5.792516381179784e-11,5.723953634670903e-11,5.657093129788609e-11,5.591728810732853e-11,5.527921154975744e-11,5.4656185362979186e-11,5.4047190576280005e-11,5.34526337319975e-11,5.287086055598562e-11,5.230236235650164e-11,5.174660192314669e-11,5.1201848730049545e-11,5.067008346433536e-11,5.014910465761161e-11,4.9639106352197404e-11,4.9139474605010697e-11,4.865044998265948e-11,4.8171129307345315e-11,4.7701855416118175e-11
7,6.492465379016883,6.186980122768012,5.946567782811945,5.74105264880138,5.558150408513664,5.391425083180816,5.237011002463665,5.092370161716047,4.955728790338166,4.825789255672183,4.701564339356858,4.582256563542978,3.518626956079109e-10,3.262467714209553e-10,3.0445629790972675e-10,2.855014442841091e-10,2.6881951965264746e-10,2.540094154667389e-10,2.407660687340399e-10,2.28850053888015e-10,2.1806971809091127e-10,2.0826835529949122e-10,1.993181453198822e-10,1.9111235561871812e-10,1.8356131386900644e-10,1.76589535240952e-10,1.7013293638957144e-10,1.6413608361689497e-10,1.585515052485153e-10,1.5333819200101195e-10,1.4846023839470455e-10,1.4388665073657006e-10,1.3958857508058755e-10,1.355429733014257e-10,1.3172779249819138e-10,1.2812403384992476e-10,1.2471450523458e-10,1.2148388369925388e-10,1.1841855443359075e-10,1.1550587057471452e-10,1.1273526224772805e-10,1.1009593922801871e-10,1.0757923649276103e-10,1.051766134577423e-10,1.0287984563312785e-10,1.0068393249892868e-10,9.858046322700414e-11,9.656467565577714e-11,9.463093022149766e-11,9.277432855587473e-11,9.099039166717344e-11,8.927485275665066e-11,8.762417656071014e-11,8.60343388113623e-11,8.450213751989896e-11,8.302460785474922e-11,8.159895974782904e-11,8.022213802971683e-11,7.88921397370425e-11,7.760633448284898e-11,7.636254824363909e-11,7.515893812368145e-11,7.399337084426927e-11,7.286474826911309e-11,7.177006819835132e-11,7.070847841761819e-11,6.967885393895577e-11,6.867935152844814e-11,6.770904343314727e-11,6.676605817902965e-11,6.584980365310484e-11,6.495893637508326e-11,6.409249263032994e-11,6.324941823667677e-11,6.242881832448593e-11,6.16296325042374e-11,6.085137397754831e-11,6.009302585176598e-11,5.935396208668567e-11,5.863325623812686e-11,5.793016596073704e-11,5.724467538961363e-11,5.6575241081835834e-11,5.5921878770416646e-11,5.528409624125664e-11,5.46611098117574e-11,5.405195220387286e-11,5.345698141397921e-11,5.287528571567657e-11,5.230660673873487e-11,5.175043012198946e-11,5.1206789100756064e-11,5.067387239677031e-11,5.015281797379313e-11,4.9642485556268276e-11,4.9143156498131755e-11,4.865411853967984e-11,4.81748641834719e-11,4.770524096395913e-11
8,7.35092440584529,7.026526272457029,6.771782146114419,6.5542981607372734,6.360922227703916,6.184771286239849,6.021719012274561,5.869061305316818,5.724906702275454,5.587873899894427,5.456919807978162,5.331226993607831,5.2101170630981315,3.275392674325628e-10,3.0506780333180744e-10,2.858932457777169e-10,2.6910169640006366e-10,2.5422647670737753e-10,2.409403856291565e-10,2.289941883563225e-10,2.1819135216172433e-10,2.083729683291475e-10,1.994098385269796e-10,1.9119283025726577e-10,1.8363301363049404e-10,1.7665403862870103e-10,1.70191172646872e-10,1.641890400720647e-10,1.5860011469123955e-10,1.533821877442906e-10,1.485013151587126e-10,1.4392425848870267e-10,1.3962394900837756e-10,1.355758169786383e-10,1.3175850689653011e-10,1.2815282974243305e-10,1.2474183501085324e-10,1.2150937646742852e-10,1.1844256853739176e-10,1.1552894228949379e-10,1.1275669125551586e-10,1.1011630390898586e-10,1.075986951238973e-10,1.0519516751779222e-10,1.0289799778336478e-10,1.0070046721510336e-10,9.85963816086848e-11,9.657997406514247e-11,9.464550242936969e-11,9.278851800676008e-11,9.100328622562525e-11,8.928779704097652e-11,8.763665986248207e-11,8.604628367115e-11,8.451354850409319e-11,8.30356957055657e-11,8.160944534659924e-11,8.02325845299552e-11,7.89020923833532e-11,7.761557252475458e-11,7.637175256393207e-11,7.51680214623576e-11,7.400222357442816e-11,7.28726618926722e-11,7.17780864577441e-11,7.071641041487029e-11,6.968641737276676e-11,6.868676090528191e-11,6.771613467405394e-11,6.677304537446788e-11,6.585651775835582e-11,6.496550586724516e-11,6.409907073675638e-11,6.32556238185541e-11,6.243452070724383e-11,6.163563085926667e-11,6.085687032111354e-11,6.00987719881318e-11,5.93593004842382e-11,5.86386646817459e-11,5.7935593851966296e-11,5.7249324926763555e-11,5.65807309574269e-11,5.5926653227669865e-11,5.5288549275692984e-11,5.46653622969273e-11,5.4056101794866695e-11,5.3461376367821e-11,5.2879391826634874e-11,5.2310507018913465e-11,5.1754554474907707e-11,5.1210339971063645e-11,5.067791344785375e-11,5.015663882997229e-11,4.964662086545144e-11,4.9146567174362366e-11,4.865760905340755e-11,4.817837038665325e-11,4.7708819575249696e-11
9,8.209774438116371,7.867419614613643,7.5990768056965745,7.370250974111319,7.166953053181412,6.981879118143296,6.810654246119063,6.650411516134445,6.499149126142734,6.355409370251408,6.218084625257613,6.086321191308751,5.95942337382767,5.836815478465123,3.0639720921424943e-10,2.8648557742938236e-10,2.694755507030208e-10,2.54494590303499e-10,2.4114600629344343e-10,2.2915893339035642e-10,2.183274297502963e-10,2.0848815275508023e-10,1.9950845779962653e-10,1.912792499215909e-10,1.837094463967336e-10,1.7672204786531846e-10,1.7025231542783938e-10,1.6424448072466294e-10,1.5865039972189388e-10,1.5342886845556388e-10,1.485438488229744e-10,1.43963532833641e-10,1.3966020129112848e-10,1.3560979442026925e-10,1.3179049656500235e-10,1.2818242039926082e-10,1.247693675706064e-10,1.2153539062390802e-10,1.1846713006369124e-10,1.155519200304549e-10,1.1277864976748957e-10,1.1013707700188965e-10,1.0761823200653504e-10,1.0521376069255839e-10,1.0291566202476806e-10,1.0071753017827085e-10,9.861271906244992e-11,9.659574550666952e-11,9.466050942160847e-11,9.28027229163271e-11,9.101750144037549e-11,8.930169105528951e-11,8.76489966355664e-11,8.60582395172019e-11,8.4525197906098e-11,8.304690060275123e-11,8.162032794925898e-11,8.02431274801949e-11,7.891219905286423e-11,7.76256572861698e-11,7.638118359129061e-11,7.51768996955289e-11,7.401045544822115e-11,7.288108422229202e-11,7.178613527892471e-11,7.072424392561396e-11,6.969413305715732e-11,6.86941330902337e-11,6.77236836565017e-11,6.677994870022435e-11,6.586343311303554e-11,6.497208450282199e-11,6.410524866143644e-11,6.326181669992212e-11,6.244100623332945e-11,6.164154691332777e-11,6.086303533679054e-11,6.010423634038471e-11,5.936420579534995e-11,5.864331464892361e-11,5.794061533567286e-11,5.725456687620515e-11,5.658518720484064e-11,5.593149483470699e-11,5.529329066945753e-11,5.4669911347882217e-11,5.4060904307692774e-11,5.346562938610016e-11,5.2883587015994615e-11,5.231480900767212e-11,5.1758504271511296e-11,5.1214302234826474e-11,5.068168067608813e-11,5.016022203851403e-11,4.9650187014174705e-11,4.915056088281965e-11,4.866130906214393e-11,4.818189137110027e-11,4.771228168805571e-11
