,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,1.0000000000000004,1.0000000000000007,1.0000000000000002,0.9999999999999942,1.0000000000000078,1.0000000000000016,1.0000000000002736,1.000000000000003,1.0000000000000002,0.9999999999999973,1.0000000000000007,0.99999999999995,0.9999999999999999,0.9999999999999987,1.0000000000000884,1.0000000000000007,1.0000000000000036,0.9999999999999984,1.000000000000008,1.0000000000000002,0.9999999999999936,1.0000000000000036,0.999999999999998,0.9999999999999964,1.000000000000001,1.000000000000002,1.0000000000000036,1.0000000000000016,1.0000000000000098,0.9999999999999981,1.0000000000000004,0.9999999999999992,0.9999999999999997,0.999999999978514,0.9999999999999983,0.9999999999999961,0.9999999999999971,1.0000000000000204,1.000000000000004,0.999999999999999,0.9999999999999979,1.0000000000000016,1.0000000000000087,1.0000000000000007,1.0000000000000147,0.9999999999999993,0.9999999999999991,0.9999999999999993,0.9999999999978048,0.9999999999999971,1.0000000000000078,1.0000000000000007,1.0000000000000007,0.9999999999998668,1.000000000000001,1.0000000000136362,1.000000000000004,0.9999999999998767,0.9999999999999974,0.9999999999999991,0.9999999999999879,0.9999999999999979,1.0000000000000002,0.9999999999999998,1.0000000000113796,1.0000000000000013,1.0000000000000007,0.9999999999999944,1.0000000000000013,0.9999999999999969,0.9999999999999981,1.0000000000000608,0.9999999999999922,0.9999999999999784,0.9999999999999991,0.9999999999999997,0.9999999999999996,0.9999999999999991,0.9999999999997824,1.0000000000064453,1.0000000000000187,1.0000000000000058,0.9999999999999991,0.9999999999999964,1.0000000000000095,1.0000000000000027,1.000000000000001,0.9999999999999027,1.0000000000002074,0.9999999999999966,0.9999999999999383,0.9999999999999994,0.9999999999999495,0.9999999999999931,0.9999999999999883,1.0000000000003098,0.999999999999883,0.9999999999997458,0.9999999999997837,0.9999999999999895
1,1.1210570240063764,1.121054659481076,1.1210519520546298,1.1210489181513408,1.121045509600908,1.1210416805260344,1.1210373798811084,1.121032550844159,1.121027129502419,1.1210210367271924,1.1210141860515677,1.1210065011032833,1.1209978685762207,1.1209881713524097,1.120977280039399,1.120965043913289,1.1209513074631052,1.1209358861282777,1.12091855668932,1.1208991100256371,1.1208772644761007,1.1208527325025404,1.120825194349451,1.1207942764457137,1.1207595775926205,1.1207206077592788,1.1206768855105076,1.1206279119007514,1.1205727201854632,1.1205109154711492,1.1204415700098966,1.1203637876796448,1.1202765652633468,1.1201787339134026,1.120069059284688,1.1199461439318832,1.1198084042693328,1.119654117337267,1.1194813429032306,1.119287934724034,1.1190715392096324,1.1188295231528604,1.1185589959135256,1.118256790824332,1.117919419355131,1.117543051944308,1.1171235383285725,1.1166563658513657,1.1161366335801204,1.1155590949888996,1.1149181284083018,1.114207733162073,1.1134216228542044,1.112553182524489,1.1115955969227107,1.110541874811072,1.1093849674725298,1.1081178934218932,1.1067338971895841,1.1052265809732609,1.1035901482125736,1.1018195906004593,1.0999109218110263,1.097861422928581,1.0956698865951116,1.0933368204823353,1.0908646461290907,1.0882578594583605,1.085523093444502,1.0826691777199187,1.0797070452711472,1.0766496222867228,1.0735115833077935,1.0703091533365385,1.0670595886277705,1.0637809541421706,1.06049165132642,1.057210013562182,1.0539539503569393,1.0507405796943885,1.047585940188372,1.044504773361382,1.0415103227838025,1.0386142197317192,1.0358264318501127,1.033155253500793,1.0306073941406297,1.0281882357775851,1.0259024940960144,1.0237561855221513,1.0217629131504,1.0199657983459558,1.0185154489282842,1.0178835335570435,1.0184099426636188,1.01570770313435,1.009087824479787,1.0047050475383643,1.0025458790104522,1.0014702329077376
2,1.2421406234816297,1.2421358556870328,1.2421305113156504,1.242124496644374,1.242117741194333,1.2421101373571608,1.2421016134656695,1.242092046788564,1.2420812898127371,1.2420692002832294,1.242055632912958,1.2420404043270215,1.242023285198456,1.2420040730507813,1.241982470017631,1.241958325565488,1.2419309898364277,1.241900394617751,1.2418660609654022,1.2418274962842524,1.2417841820479232,1.2417355671599568,1.2416809647331242,1.2416196794067411,1.241550867269962,1.241473625933348,1.2413869461681444,1.2412896141932521,1.2411804156583772,1.2410578717809089,1.2409203963829445,1.2407661631212383,1.2405932001731736,1.2403992429419959,1.240181771796433,1.2399380581537947,1.239664902017131,1.2393589292351643,1.2390162861989844,1.2386327220006739,1.2382035314427142,1.2377235043465278,1.23718689180245,1.2365873982378977,1.2359180640681184,1.2351713324799314,1.2343389025292677,1.2334117847739203,1.2323802504021224,1.2312337300477605,1.2299612564606,1.2285508079299694,1.2269893695684153,1.2252642388991453,1.22336156191636,1.221267324663722,1.2189674034967715,1.2164477002848713,1.2136945619599635,1.2106950461222306,1.2074373276818016,1.2039111377376162,1.2001082067625701,1.196022774506839,1.1916520468442784,1.186996673947572,1.1820610873142283,1.1768539195627155,1.1713880950388589,1.1656809725648969,1.1597542523015785,1.1536336486376066,1.1473485785607394,1.1409314993508697,1.1344172942407365,1.127842416942583,1.121244152716975,1.1146596921806013,1.1081254173942183,1.1016761550671343,1.0953445647091948,1.0891605785256806,1.0831511553441884,1.0773398902889728,1.0717469690329848,1.0663891727239063,1.0612800341192339,1.0564305041196242,1.051850438651203,1.047553161302082,1.0435698619032447,1.03999960868979,1.0371836158912666,1.0361448877001809,1.0372425555883817,1.0308975422611049,1.017606263511488,1.0091408374703588,1.0049752593840775,1.0028877374777843
3,1.3632470140624173,1.3632398994500075,1.3632319653160445,1.3632229778823282,1.3632129203030805,1.3632015776036785,1.3631889203270642,1.3631746500581745,1.3631586309373735,1.3631406365185892,1.363120666028117,1.3630976246206568,1.3630722690489483,1.3630436210348986,1.3630115900692803,1.362975387401376,1.3629349297115287,1.3628892560071166,1.3628381294227083,1.3627806958921844,1.3627161943485055,1.3626437916269236,1.362562474966695,1.362471194072425,1.3623687294063602,1.3622536986379779,1.36212456348351,1.3619796370901733,1.3618170080642882,1.3616345059333501,1.3614297700263371,1.36120008415275,1.360942792592539,1.360653562798273,1.3603296883418992,1.3599666474897716,1.35955980993225,1.3591040670416314,1.3585936810055588,1.3580222941306102,1.3573829258695145,1.3566677966180605,1.355868361437115,1.3549751661028102,1.3539778810668115,1.3528651631455235,1.3516246729053931,1.3502429580810549,1.3487054519960675,1.3469965458377187,1.3450994066982624,1.3429961831033683,1.340667984335449,1.338095024040943,1.3352567571847531,1.3321321570737874,1.3286999139572606,1.324938799703149,1.320828183215019,1.316348488402573,1.3114816653367345,1.30621200975699,1.3005268263881506,1.294416988004975,1.2878778766755894,1.2809099281503888,1.273519339377213,1.2657185110670048,1.2575263799033367,1.2489685711104035,1.2400772758902816,1.2308909085676905,1.2214534887469015,1.211813831630533,1.2020244966957427,1.1921406051687908,1.1822185965997678,1.1723149899811651,1.1624850550138883,1.1527818143763977,1.143254917055008,1.1339502464177722,1.1249085802446457,1.1161659129704047,1.107752894376195,1.0996950573850603,1.0920129266188103,1.0847232966728615,1.0778417832007816,1.0713906198801084,1.0654236692354317,1.0601113708434993,1.0560320591057315,1.0548355430222653,1.0564454166824004,1.0454894024114225,1.0255762083709554,1.0133225088006232,1.0072940735147804,1.0042547092042227
4,1.48437347719623,1.4843640797774265,1.4843535016403422,1.484341624222226,1.484328304972109,1.4843133035118534,1.4842964835209798,1.4842776140730407,1.4842563590124578,1.4842325119813924,1.4842057632621035,1.4841757053383462,1.4841418954137622,1.4841039364161281,1.484061344508389,1.484013481282117,1.4839597350228397,1.483899511212404,1.4838315895095051,1.4837554776698223,1.4836700070036657,1.4835740186704283,1.4834664646649223,1.4833453049895946,1.4832094772822257,1.4830570274034998,1.4828858902063176,1.482693818311725,1.482478240201654,1.4822363644734067,1.4819650088542107,1.4816605695734284,1.4813191282710367,1.4809362015433938,1.4805069073026238,1.4800256921773582,1.4794863608041169,1.478882320685558,1.4782057637537958,1.477448348795442,1.476600670039568,1.4756527428725204,1.4745929314738,1.4734086657435388,1.4720865110071364,1.4706110810320694,1.4689661087267272,1.4671338247005035,1.465094862246623,1.4628283318018216,1.460311939299004,1.457521939699833,1.4544330282284994,1.4510191846340876,1.4472527181214427,1.4431056213963538,1.4385494409854884,1.4335557838845001,1.4280970101962787,1.422146698409237,1.4156807671835265,1.408677569057777,1.4011200703389461,1.3929955722950398,1.3842973621498202,1.3750254897464627,1.365187637254216,1.3547996837386407,1.3438863261049965,1.3324811918582964,1.3206267667967462,1.3083739951802813,1.2957813982483815,1.2829140684284224,1.2698423412571642,1.2566401279169557,1.2433832767905981,1.2301478660932057,1.2170084440508067,1.2040366186982951,1.191299592404354,1.178859093564149,1.1667705803793063,1.1550826083220445,1.14383663505711,1.133067037176854,1.1228017116102154,1.1130636372089477,1.1038749563023953,1.0952690036966806,1.0873282346038466,1.080313240731413,1.0750928847574361,1.0740080406014845,1.0759439982411911,1.059416621593551,1.0330203884535922,1.0172645121401658,1.0095078661720902,1.0055732485824462
5,1.6055184652917769,1.60550676774737,1.6054937847690653,1.6054788231426746,1.6054625198796715,1.6054436432232626,1.6054227848726008,1.605399187367526,1.6053728184788223,1.605343145122029,1.6053098533758199,1.605272439681151,1.6052305631687966,1.6051832236194776,1.605130259145466,1.6050707392087655,1.6050038975102816,1.6049288235390886,1.604844533881171,1.6047498561035387,1.6046435627869615,1.6045242143859253,1.6043902013233728,1.6042397502983239,1.6040708138521962,1.6038812225329144,1.603668456683059,1.6034294892985475,1.6031614016222455,1.6028605973192853,1.6025230849816299,1.602144457195015,1.601719753294842,1.6012435141638288,1.6007095546908927,1.6001110613079772,1.5994403365412315,1.5986887959855098,1.5978473918989269,1.5969052704368716,1.5958509800912277,1.59467171810357,1.5933532605162528,1.5918800998890257,1.590235151974373,1.588399644741739,1.5863531756097273,1.5840734200141244,1.5815363700632503,1.5787160138006668,1.575584510146269,1.5721122221839845,1.5682677565216196,1.5640181848361445,1.5593293513377533,1.5541659316012313,1.5484923805660669,1.5422733453566635,1.535473887752493,1.5280607263800605,1.5200035040439703,1.5112751969631015,1.5018536614890687,1.491722719298456,1.4808734416778897,1.4693052383472676,1.4570270069172788,1.444058035158788,1.4304284583433207,1.4161797082143859,1.4013644016375721,1.3860457618981448,1.370296734339908,1.3541986549320881,1.3378395618966796,1.3213122636984616,1.3047121261052004,1.2881350609347548,1.2716751465583016,1.2554228712178648,1.2394632448409335,1.2238744645389774,1.2087267267812474,1.1940816252838347,1.179991429137659,1.1664999461355774,1.1536426043349914,1.1414490146569194,1.1299489112174574,1.1191892793889757,1.109288712885749,1.1006200589976356,1.0944029604000796,1.09371410497611,1.0956417884559118,1.072626818478673,1.0399628573479593,1.0209805495647732,1.0116219562939763,1.0068455009767157
6,1.7266817377440358,1.7266677633178384,1.7266520139109705,1.7266343902808114,1.72661461750789,1.7265923463485955,1.7265673414653864,1.7265392587019186,1.726507721924418,1.726472293791145,1.7264324620326048,1.7263877905146738,1.7263374575423103,1.7262812059550297,1.72621791994904,1.7261467719252135,1.7260669400018778,1.725977251805916,1.7258764837161296,1.7257634209427766,1.7256364101622654,1.7254938060998979,1.7253336914761037,1.7251539236194968,1.724951915525725,1.7247256916003453,1.7244713612451568,1.7241857759333414,1.7238655515417782,1.7235060565319686,1.7231028265781705,1.7226503600611072,1.7221429284613154,1.7215738604695165,1.7209358384549525,1.7202206725141183,1.7194192170164977,1.7185213409197075,1.7175157435541202,1.7163899484000484,1.715130082817715,1.7137208174261225,1.7121452155638812,1.7103847568046622,1.708418664151977,1.706225167077753,1.7037792343627254,1.7010544669941157,1.6980219350862849,1.6946506844305342,1.6909073079087147,1.6867562646655212,1.682160013647447,1.6770789357473623,1.6714722037480316,1.6652975279620947,1.6585120835925786,1.6510731424896268,1.6429387092955656,1.634069292678414,1.624427519370859,1.6139809212681107,1.6027018242511963,1.590571712756629,1.5775781676058138,1.5637201660131639,1.5490076761291498,1.5334632696304673,1.5171221970250823,1.5000334636494121,1.4822601099579287,1.4638767540350366,1.4449710790603902,1.4256404602317407,1.4059906476104798,1.3861333327872962,1.3661835705426268,1.3462571307051447,1.3264679114622808,1.3069255128783612,1.2877330582344069,1.2689854443236188,1.2507679689828177,1.2331553623114337,1.2162114517211693,1.1999893158104975,1.1845323748111438,1.1698774397779572,1.1560631499570377,1.143153337898509,1.131311659419525,1.1210493878060719,1.114004395391513,1.1140022237863005,1.1154220458489836,1.085081814084034,1.0464283775498457,1.0244836569782538,1.0136413650610487,1.0080733556727344
7,1.847865210512465,1.8478488796045125,1.847830687987785,1.8478102121523725,1.8477871860831494,1.8477613171746776,1.8477322576563058,1.8476996039108537,1.847662948788006,1.8476217383435307,1.8475755198715487,1.8475235696169032,1.8474652210602245,1.8473996907538888,1.8473260930758184,1.847243436513057,1.8471505918634832,1.8470463204888705,1.8469295523132896,1.8467978212071539,1.8466501754077487,1.8464843649091056,1.8462982966686863,1.8460893005372823,1.8458547494332966,1.8455911642113727,1.845295806718583,1.8449638987913146,1.8445917412012212,1.8441738547297288,1.8437050621161601,1.843179196477469,1.8425893642045494,1.8419278593279542,1.8411862401947066,1.8403549099759617,1.839423169832326,1.838379468506516,1.8372105836393593,1.835901841482512,1.834437438150914,1.8327989307551527,1.8309672838875068,1.8289206207616973,1.8266351179322324,1.8240847934680557,1.8212410685970633,1.818073005095315,1.8145471049418953,1.8106271773000913,1.8062743374635748,1.8014472867753293,1.7961022812820704,1.7901929836145989,1.7836717802165305,1.7764897251919087,1.7685967103442461,1.7599422662420061,1.7504780668647566,1.740157126944123,1.7289360608969326,1.7167765089334643,1.7036463408536757,1.6895223444380687,1.6743902785229205,1.65824806664712,1.64110687545171,1.6229917709110238,1.6039436994126293,1.5840188741651253,1.563289809841091,1.5418434200347781,1.5197815384046214,1.497217536122251,1.4742748150687175,1.4510839600595005,1.4277796935198979,1.4044978513418558,1.3813721705745492,1.3585317915259914,1.336097970315198,1.3141826521019062,1.2928863797750445,1.2722976287468826,1.2524915759745043,1.2335311697285993,1.2154680694041606,1.1983474283166893,1.1822177621467975,1.1671639102746478,1.1534053199167993,1.1416222714788566,1.1339446317433841,1.1349147024574708,1.1351509317242254,1.0967572966180703,1.0524416551948073,1.0277869965112567,1.0155707721275078,1.0092585362566677
8,1.969073870059934,1.9690553608917274,1.969034513985864,1.9690111923345115,1.9689849560801829,1.9689554694697358,1.9689223159291176,1.9688851676391086,1.9688434127289132,1.9687965187471252,1.9687438118687506,1.9686845857183528,1.9686181512620728,1.9685434780270508,1.9684596968405526,1.9683654183771564,1.968259702981356,1.9681409071607328,1.968007523418008,1.9678577704280251,1.9676895511267185,1.9675007321581164,1.9672886556812585,1.9670506213527952,1.9667833637692762,1.9664833324974809,1.9661465585509061,1.965768563128821,1.965344339373965,1.964868346534583,1.964334273068831,1.9637351170252308,1.9630630841188685,1.962309461370009,1.9614644775777133,1.9605172786327585,1.9594558396850676,1.9582666505190018,1.9569347403554975,1.9554436550447984,1.9537749514858826,1.9519083857650839,1.9498212902297973,1.9474893191079492,1.9448852632642997,1.941979129796982,1.9387387816566033,1.9351287736588436,1.9311108798760206,1.9266438481600339,1.9216834012601207,1.9161822395934611,1.910090494642428,1.903355585341876,1.8959228784892252,1.8877361481808204,1.8787382791648362,1.8688721342672228,1.858081721084402,1.8463137870077664,1.8335173923388612,1.8196493485018725,1.8046726579542793,1.7885595391778417,1.7712937777729867,1.7528722861778792,1.7333067511740217,1.7126254991582215,1.6908741411304633,1.6681164031752467,1.644434229814831,1.6199268133949185,1.5947095354507248,1.568911897055264,1.542674878127897,1.5161480223988215,1.4894855564777594,1.4628434735329117,1.4363757416865792,1.410230683403707,1.3845484366584906,1.3594579067972175,1.3350753507733648,1.3115027587627814,1.2888274208109498,1.2671222731233494,1.2464479263605737,1.2268580125957915,1.2084136282281588,1.1912248326101518,1.1755798113596176,1.1623635820693394,1.1542765958333114,1.156484020924424,1.1546818224118598,1.1076414251887214,1.0580289560165121,1.0308997594981324,1.0174147300520688,1.0104028873459798
9,2.0903170915077274,2.090296351556366,2.0902730032597825,2.090246762820266,2.0902173105031423,2.0901842674854096,2.090147090921951,2.090105405986707,2.0900585407799364,2.0900058928281964,2.0899467825785467,2.0898803500374,2.0898056599709185,2.0897219783002803,2.089627902104808,2.089522242757605,2.0894035489226974,2.08927028273262,2.0891205803302024,2.0889525648789404,2.088763824855824,2.0885519476830767,2.088313984353813,2.088046837472325,2.0877469343654287,2.087410275762171,2.087032369855346,2.086608241277629,2.086132277698495,2.0855981450507333,2.0849988139250892,2.084326545346588,2.0835724587730917,2.082726822472154,2.0817785960601665,2.0807158181117034,2.079524738222692,2.0781903293686073,2.0766958043338226,2.075022561031961,2.0731500566480765,2.0710554701000365,2.068713444556426,2.0660966077757266,2.0631742779401896,2.059913181628075,2.0562768466086423,2.052225647176487,2.0477166248881513,2.0427034595204074,2.037136413418459,2.030962325345016,2.0241254584683532,2.016566294549596,2.0082236758956524,1.999034363751827,1.9889340664553725,1.977858496479023,1.9657445207152855,1.9525316222551845,1.9381637882085005,1.922590771265549,1.9057708202078996,1.8876725172466846,1.8682768769135147,1.847579804385202,1.8255939276195348,1.802350047452369,1.777898857778222,1.7523112029713444,1.7256784622090868,1.698111665745802,1.669739986060783,1.6407088777490038,1.6111767415077642,1.5813118395330794,1.5512883984974164,1.5212824463746824,1.4914679716206418,1.4620129931706711,1.4330762847911662,1.404804211946813,1.3773287572148585,1.3507659352696386,1.325215173039927,1.3007598528525643,1.2774699234990488,1.2554088475107579,1.2346522105394486,1.215341039547369,1.1978474515994275,1.1833019608891282,1.1750586574457844,1.1787289211185807,1.1738603164366128,1.1177345245316261,1.0632133873447316,1.0338354216744965,1.0191775058945403,1.0115079742043906
