,0
0,0.01
1,0.016237767391887217
2,0.026366508987303583
3,0.04281332398719394
4,0.06951927961775606
5,0.11288378916846889
6,0.18329807108324356
7,0.29763514416313175
8,0.4832930238571752
9,0.7847599703514611
10,1.2742749857031335
11,2.06913808111479
12,3.359818286283781
13,5.455594781168514
14,8.858667904100823
15,14.38449888287663
16,23.357214690901213
17,37.92690190732246
18,61.584821106602604
19,100.0
