,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,97.77888894509867,97.78147197110198,97.7847388077002,97.78887114624818,97.79409777811453,97.80070886807634,97.80907080772677,97.8196475343372,97.83302554245387,97.84994674167808,97.87134966669504,97.8984210707428,97.9326623988581,97.9759733934639,98.03075477230551,98.10004510906076,98.03075477230551,98.29854089145823,98.43875416320468,98.61610260108985,98.84042063128182,99.12414737750261,99.4830155930955,99.12414737750261,100.51103915467864,101.23719108668983,102.15563472358647,103.3172791794969,104.78650846055902,106.64472208185254,108.9948722982836,111.9671028805996,115.72594535818354,120.47935397473299,115.72594535818354,134.0901383846052,143.69853715973215,95.06977882964931,171.1927779282791,190.58261022434473,171.1927779282791,245.94090022536295,171.1927779282791,333.56470146743163,394.0641208190962,25141.351295010394,535.04923211059,563.9232692408234,571.8344213574867,574.9596776138484
1,97.77020673424795,97.7727891025628,97.77605578752443,97.78018774026076,97.78541322000996,97.79202382991838,97.80038450443865,97.81096021117511,97.82433620229735,97.84125531305668,97.86265560469803,97.88972653080765,97.92396149032437,97.9672662813396,98.0220411443959,98.09132306878386,98.17895416687072,98.28979453160007,98.42999050398684,98.60731693178751,98.83160701185315,99.11529859202633,99.47412210001032,99.92799205378516,100.50201683631478,101.22807711711955,102.14640407356414,103.30789970334948,104.77693486656717,106.63490850488918,108.9847444149514,111.95657033527938,115.7148861859619,120.4676057482272,126.47744785506552,134.0762646271658,143.6830148531274,155.82621229355783,171.1717437077114,190.5568328190228,215.0302077045421,245.89591499257048,284.74897453320835,70.18002063950115,393.84194918663997,465.66097675007205,532.7199781465357,560.5029886049285,568.762077612931,572.4029692976846
2,97.76134858929228,97.76393082794185,97.76719667488948,97.77132824792174,97.77655387523953,97.78316320637796,97.79152276716296,97.80209680637343,97.8154717268527,97.8323882272468,97.85378594083787,97.88085105893892,97.9150840374903,97.95838372796753,98.01315143502134,98.08242447017692,98.17004453732888,98.28087067234945,98.42104909417503,98.5983528507803,98.82261456680092,99.10626991574294,99.46504760247181,99.91884092911693,100.49281026288696,101.21877662201742,102.136983959522,103.29832704372848,104.76716723121469,106.62489093758641,108.9744053704112,111.94581587703311,115.70359197646056,120.45560511701154,126.46451417003964,134.06208395648514,143.66714237524528,155.80799877338808,171.1502062445303,190.53041091810397,214.99626777760278,245.8496360390611,284.68048961129233,333.3401032222406,284.68048961129233,3851.604052746838,530.3127579121033,557.1072475435483,565.720346433546,557.1072475435483
3,97.75230951810258,97.75489106696615,97.75815717818783,97.7622878737641,97.76751259517816,97.77412122965401,97.78247997991174,97.79305268758138,97.80642581302514,97.82334050657649,97.8447354606513,97.87179680562807,97.90602507192214,97.94931914402486,98.0040796142659,98.0733438042679,98.16095248070314,98.27176417658761,98.41192436377615,98.58920514068451,98.81343747929418,99.09705592068879,99.45578660905407,99.90952034738734,100.48341396543881,101.2092840444869,102.12736881900508,103.28855557852802,104.75719591982502,106.61466345952192,108.96384838054885,111.93483311528995,115.69205588750503,120.44334470579659,126.45129681069425,134.0475872131072,143.65090826511823,155.78935983960127,171.1281482528152,190.50332123571505,214.9614170300253,190.50332123571505,284.6097706489837,333.2213535593696,393.3655521887007,464.2846423917235,393.3655521887007,553.7370104783405,562.7088680829562,553.7370104783405
4,97.74308553416213,97.74566538701356,97.7489296914737,97.75306062322223,97.75828489992605,97.76489257345017,97.77325035014903,97.78382132713946,97.79719278177161,97.81410486052191,97.8354969912941,97.8625549577379,97.89677899447575,97.94006732366742,97.89677899447575,98.06407550965943,98.15167267070522,98.26246960038914,98.40261096823505,98.57986813728405,98.80407068358501,99.08765100651573,99.44633354589678,99.90000618374862,100.47382220884661,101.19959362670986,102.11755278711058,103.27857930796888,104.74701484308635,106.6042198419269,108.95306698123964,111.92361495734333,115.68027838685529,120.43081667865944,126.43778711289217,134.03276440864363,143.63430227836196,155.77028126917105,171.10555169351272,190.47553924693966,171.10555169351272,245.7529755407511,284.53671020364516,333.0979851884065,393.10988919546185,463.5318615132467,525.2842605708034,550.393103931778,559.7272830340282,550.393103931778
5,97.73366578504573,550.393103931778,97.73951200395028,550.393103931778,97.74886485405872,550.393103931778,97.74886485405872,97.7743977095105,97.74886485405872,97.8046776570621,97.74886485405872,97.8531207030992,97.74886485405872,97.93062220368913,97.98536839819434,98.05461379268915,97.98536839819434,98.05461379268915,98.39310255148217,98.57033600892113,98.79450786233654,99.07804927814293,99.4366824742459,99.89029250105611,100.46402899530594,101.1896992996264,102.10752970792683,103.26839201837346,104.73661758946811,106.59355329871067,108.94205434449829,111.91215503059588,115.6682286439335,120.41801274998058,126.42397584626373,134.01760528809115,143.61731091794238,155.75074823978483,143.61731091794238,190.4470389014297,214.8888309799468,245.70247500868518,284.4611945207014,332.9697373153317,392.84152830940667,462.7320689854111,522.6739710659134,547.0762254716275,522.6739710659134,562.395471742677
6,97.72404937308372,97.7266302348017,97.72989463073344,97.73402358355035,97.739245966147,97.7458521584728,97.739245966147,0.001255371725771359,97.77814303632951,97.7950513313425,97.81643741879489,97.7950513313425,97.87770222762539,97.92097862822978,97.9757170007594,97.92097862822978,98.13252548293089,98.24329205073138,98.13252548293089,98.56060284180278,98.13252548293089,99.06824456932563,99.42682722939587,99.06824456932563,100.45402806583354,101.17959472047808,102.09729315028785,103.25798712285814,104.72599747563162,106.58265741525086,108.9308032511196,111.90044498156931,115.65592184841972,120.40492419965507,126.40985344353267,134.00209858900186,143.59992168586152,155.73074505204642,171.05866546234347,190.4177929433469,214.8510295786657,245.65044248132187,284.3831019631107,332.83629451359616,392.559599818667,461.882175928761,520.0074414958763,543.7869613503689,520.0074414958763,559.9470801436848
7,97.71422832138323,559.9470801436848,97.71422832138323,97.72420143060359,97.71422832138323,97.73602797580372,97.74438219752521,97.75494870327958,97.74438219752521,97.75494870327958,97.74438219752521,97.75494870327958,97.86785925413808,97.91112944970915,97.96586051069171,98.03508573824274,98.12264602575209,98.23339658696659,98.12264602575209,98.55066179572539,98.12264602575209,98.55066179572539,99.41676138748356,99.8702414459414,99.41676138748356,101.16927327619034,99.41676138748356,103.24735720490322,104.71514748257343,106.57152478752694,108.91930617054818,111.8884771123476,115.64334175864529,120.39154185569551,126.39540967928649,133.9862331914287,143.5821210190791,155.71025514072042,171.03433459591855,155.71025514072042,214.8121556965505,245.59680945939104,214.8121556965505,245.59680945939104,392.2631603460727,460.9790277621132,392.2631603460727,460.9790277621132,550.9583014957027,460.9790277621132
8,550.9583014957027,460.9790277621132,550.9583014957027,460.9790277621132,550.9583014957027,97.72599258799794,97.7343455990112,97.74491097054569,97.75827472040473,97.74491097054569,97.79655746760075,97.82359996040236,97.79655746760075,97.82359996040236,97.95579081435352,97.82359996040236,97.95579081435352,98.22328824492686,98.36335016660594,98.54050666701222,98.76458182364816,98.54050666701222,99.40647821728709,98.54050666701222,100.4333765915949,98.54050666701222,102.07615291495208,98.54050666701222,104.7040602397994,106.56014700473078,108.90755519792926,111.87624318432866,115.63047953169705,120.37785628441142,126.3806339645427,133.9699966009526,143.5638948373215,155.68926123160023,171.00938278037117,155.68926123160023,214.77217086079256,245.54150351143045,284.2186663301776,332.5528204562361,391.95118869943366,332.5528204562361,514.5296706187293,537.2931276062285,548.0927094057067,555.1126410745638
9,0.0,0.0,97.69978878979944,97.70391589504058,97.69978878979944,563.8268749849765,97.69978878979944,563.8268749849765,97.69978878979944,97.76491657365867,97.78629347852764,97.81333185301477,97.84753134861037,97.81333185301477,97.84753134861037,98.0147081521344,97.84753134861037,98.0147081521344,98.3530008278811,98.0147081521344,98.75417183588279,98.0147081521344,99.39597073030217,99.84931419618462,99.39597073030217,101.14795182830579,102.06523440302365,103.22539680783605,104.692728058709,106.54851714003485,108.89554210632275,111.86373442550398,115.6173258615465,120.3638568015725,126.36551504033424,133.95337632164438,143.54522803862952,155.66774499248652,170.98378598517013,190.32528812048946,214.73102786534798,245.48444790051607,284.1320379477375,245.48444790051607,391.6225941518413,459.00021439067575,511.7303164747232,534.0892636398471,545.2552278771511,552.7260849297302
